@relation 'telco_dataset-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C19-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.NominalToBinary-R7-15,17-weka.filters.unsupervised.attribute.Remove-R7-8,13,15,17-19,21-22,24-25,27-28,30-weka.filters.unsupervised.attribute.NumericToNominal-R5,25-26-V-weka.filters.unsupervised.attribute.Discretize-F-B4-M-1.0-R5,25-26-precision6'

@attribute gender {Female,Male}
@attribute SeniorCitizen {0,1}
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure {'\'(-inf-0.105634]\'','\'(0.105634-0.387324]\'','\'(0.387324-0.767606]\'','\'(0.767606-inf)\''}
@attribute PhoneService {No,Yes}
@attribute MultipleLines=Yes {0,1}
@attribute InternetService=DSL {0,1}
@attribute 'InternetService=Fiber optic' {0,1}
@attribute InternetService=No {0,1}
@attribute OnlineSecurity=Yes {0,1}
@attribute OnlineBackup=Yes {0,1}
@attribute DeviceProtection=Yes {0,1}
@attribute TechSupport=Yes {0,1}
@attribute StreamingTV=Yes {0,1}
@attribute StreamingMovies=Yes {0,1}
@attribute Contract=Month-to-month {0,1}
@attribute 'Contract=One year' {0,1}
@attribute 'Contract=Two year' {0,1}
@attribute PaperlessBilling {Yes,No}
@attribute 'PaymentMethod=Electronic check' {0,1}
@attribute 'PaymentMethod=Mailed check' {0,1}
@attribute 'PaymentMethod=Bank transfer (automatic)' {0,1}
@attribute 'PaymentMethod=Credit card (automatic)' {0,1}
@attribute MonthlyCharges {'\'(-inf-0.174378]\'','\'(0.174378-0.519154]\'','\'(0.519154-0.713184]\'','\'(0.713184-inf)\''}
@attribute TotalCharges {'\'(-inf-0.044954]\'','\'(0.044954-0.159829]\'','\'(0.159829-0.437261]\'','\'(0.437261-inf)\''}
@attribute Churn {No,Yes}

@data
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,0,0,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',No
Female,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,1,0,0,0,1,1,0,1,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,1,1,0,0,1,1,1,1,1,1,0,0,1,No,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Female,1,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,1,0,1,0,0,Yes,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
Female,1,No,No,'\'(0.387324-0.767606]\'',Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(0.387324-0.767606]\'',No,0,1,0,0,1,1,1,0,1,1,0,1,0,No,0,0,0,1,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,0,1,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,1,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,1,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,0,1,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',No
Male,0,Yes,Yes,'\'(0.105634-0.387324]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,1,No,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,1,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,1,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.044954-0.159829]\'',Yes
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Female,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,1,0,0,0,1,0,1,0,0,1,0,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.044954-0.159829]\'',Yes
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,0,1,1,0,0,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',Yes
Male,0,Yes,No,'\'(0.105634-0.387324]\'',Yes,0,0,1,0,0,1,0,0,0,1,1,0,0,Yes,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',No
Female,0,No,No,'\'(0.387324-0.767606]\'',No,0,1,0,0,1,0,0,1,0,1,0,1,0,No,0,0,1,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,1,1,1,0,0,0,0,1,No,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,Yes,'\'(-inf-0.105634]\'',Yes,1,1,0,0,0,0,0,0,0,0,1,0,0,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Female,0,No,Yes,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,0,1,0,0,1,1,0,0,No,1,0,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,1,0,0,1,0,0,1,0,0,1,0,0,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,1,0,0,0,1,0,1,0,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
Female,1,No,No,'\'(0.767606-inf)\'',Yes,1,1,0,0,0,1,1,1,0,1,1,0,0,No,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,0,1,0,0,1,1,0,0,0,0,1,0,0,Yes,1,0,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Male,0,Yes,No,'\'(0.767606-inf)\'',No,0,1,0,0,0,1,1,1,1,1,0,0,1,Yes,0,0,1,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,Yes,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,1,0,1,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.159829-0.437261]\'',Yes
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Male,0,Yes,No,'\'(0.387324-0.767606]\'',Yes,0,0,1,0,0,0,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(0.387324-0.767606]\'',Yes,1,1,0,0,1,1,1,1,1,1,0,0,1,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,0,1,1,0,0,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,1,No,No,'\'(0.105634-0.387324]\'',Yes,1,1,0,0,1,0,0,0,0,0,1,0,0,Yes,1,0,0,0,'\'(0.174378-0.519154]\'','\'(0.044954-0.159829]\'',No
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',No,0,1,0,0,1,1,1,0,0,1,1,0,0,Yes,0,0,1,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,Yes,Yes,'\'(0.105634-0.387324]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',Yes
Male,1,No,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,1,0,1,1,1,1,0,0,Yes,0,0,1,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,1,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',Yes
Female,1,No,No,'\'(-inf-0.105634]\'',Yes,0,1,0,0,1,1,0,0,0,0,1,0,0,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,0,1,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,Yes,Yes,'\'(-inf-0.105634]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Male,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,0,0,1,'\'(-inf-0.174378]\'','\'(0.159829-0.437261]\'',No
Male,0,Yes,No,'\'(0.767606-inf)\'',Yes,0,1,0,0,1,1,1,1,1,1,0,0,1,No,0,1,0,0,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Male,1,Yes,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(-inf-0.044954]\'',Yes
Female,0,No,No,'\'(0.387324-0.767606]\'',Yes,0,1,0,0,1,0,1,1,1,1,0,1,0,Yes,0,0,1,0,'\'(0.519154-0.713184]\'','\'(0.159829-0.437261]\'',No
Male,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,0,0,1,'\'(-inf-0.174378]\'','\'(0.159829-0.437261]\'',No
Male,0,Yes,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,0,0,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
Female,0,Yes,Yes,'\'(-inf-0.105634]\'',Yes,0,0,1,0,0,0,1,0,0,0,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',Yes
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.044954-0.159829]\'',Yes
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,1,0,0,1,0,0,1,0,1,0,1,0,Yes,1,0,0,0,'\'(0.174378-0.519154]\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,0,1,0,0,1,0,1,0,0,0,1,0,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',No
Male,0,Yes,No,'\'(0.767606-inf)\'',Yes,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,0,0,1,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,0,1,1,1,1,0,0,1,Yes,0,0,1,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,1,1,0,0,1,1,0,0,0,0,0,1,0,No,1,0,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,1,1,0,0,0,1,0,0,No,0,0,1,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,0,0,1,0,1,1,0,0,1,1,0,1,0,No,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,1,0,0,1,1,1,1,1,1,0,0,1,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,1,1,0,0,1,0,1,0,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.387324-0.767606]\'',Yes,1,1,0,0,0,0,1,1,1,1,0,0,1,Yes,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,0,0,1,0,1,0,0,No,0,0,1,0,'\'(0.519154-0.713184]\'','\'(0.159829-0.437261]\'',No
Female,0,No,No,'\'(0.767606-inf)\'',Yes,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,0,1,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,1,0,0,0,1,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',Yes
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,No,0,0,0,1,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Female,0,No,Yes,'\'(0.387324-0.767606]\'',Yes,0,1,0,0,1,1,0,0,0,0,0,1,0,No,0,0,0,1,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,0,0,1,0,0,1,0,0,Yes,0,0,1,0,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.387324-0.767606]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,1,Yes,No,'\'(0.767606-inf)\'',Yes,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,0,1,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,1,0,0,0,0,1,0,0,No,0,0,0,1,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Female,1,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,1,1,1,1,1,0,0,1,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,0,0,0,1,0,1,0,0,No,0,0,0,1,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Male,1,Yes,No,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,0,1,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',Yes
Male,0,Yes,Yes,'\'(-inf-0.105634]\'',Yes,0,1,0,0,1,1,0,1,0,0,0,0,1,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',No
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,0,0,1,0,0,0,0,0,1,1,1,0,0,Yes,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.159829-0.437261]\'',No
Female,0,No,No,'\'(0.387324-0.767606]\'',No,0,1,0,0,1,0,1,1,0,0,0,0,1,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,0,0,0,1,0,0,1,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',Yes
Male,0,No,Yes,'\'(0.105634-0.387324]\'',Yes,0,1,0,0,1,0,0,0,1,1,1,0,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.044954-0.159829]\'',No
Female,0,Yes,Yes,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,1,0,1,0,0,1,0,0,No,0,0,1,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',No
Male,0,Yes,No,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,1,1,1,0,1,1,1,0,0,No,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,0,0,1,0,0,1,0,1,1,0,0,0,1,Yes,0,1,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.105634-0.387324]\'',Yes,1,1,0,0,1,1,0,0,1,0,1,0,0,Yes,0,0,1,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,1,1,1,0,0,0,0,1,Yes,0,0,1,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.767606-inf)\'',No,0,1,0,0,1,0,1,1,1,1,0,0,1,Yes,0,0,1,0,'\'(0.174378-0.519154]\'','\'(0.437261-inf)\'',No
Male,0,No,Yes,'\'(-inf-0.105634]\'',Yes,0,1,0,0,1,0,0,0,0,0,1,0,0,No,0,1,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,1,0,0,0,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
Female,0,Yes,Yes,'\'(0.105634-0.387324]\'',Yes,0,0,1,0,0,0,0,0,0,0,0,1,0,Yes,0,0,1,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,Yes,1,0,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Female,0,Yes,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.159829-0.437261]\'',No
Male,1,Yes,No,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,1,0,1,0,1,0,1,0,0,Yes,0,0,1,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',Yes
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,0,1,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Male,0,No,Yes,'\'(0.387324-0.767606]\'',Yes,0,0,1,0,1,1,1,0,0,1,0,1,0,No,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,Yes,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,1,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.159829-0.437261]\'',Yes
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,1,0,0,1,1,1,1,1,1,0,0,1,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,No,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,1,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,1,0,0,1,0,0,1,0,0,0,1,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.044954-0.159829]\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,Yes,0,0,0,1,'\'(0.519154-0.713184]\'','\'(-inf-0.044954]\'',No
Male,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,0,1,0,0,0,0,0,0,0,1,0,Yes,0,0,1,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,No,No,'\'(0.387324-0.767606]\'',Yes,1,1,0,0,0,1,0,0,0,0,0,1,0,Yes,0,0,0,1,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,Yes,No,'\'(0.105634-0.387324]\'',Yes,1,0,1,0,0,0,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.159829-0.437261]\'',Yes
Male,1,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,1,1,0,1,1,0,0,1,Yes,0,0,1,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',Yes
Female,0,Yes,Yes,'\'(0.767606-inf)\'',Yes,1,1,0,0,1,1,1,1,1,1,0,0,1,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,0,1,0,0,1,1,1,0,0,0,0,1,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(0.387324-0.767606]\'',Yes,0,0,1,0,0,0,1,1,1,1,1,0,0,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.159829-0.437261]\'',No
Male,1,Yes,No,'\'(0.387324-0.767606]\'',Yes,0,0,1,0,1,1,1,1,1,0,0,1,0,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,Yes,No,'\'(0.387324-0.767606]\'',No,0,1,0,0,1,0,1,0,0,0,0,1,0,No,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,Yes,No,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,0,1,0,1,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,1,1,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,0,No,No,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,0,1,0,0,0,0,0,1,0,No,0,0,0,1,'\'(0.519154-0.713184]\'','\'(0.159829-0.437261]\'',No
Male,0,Yes,Yes,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,0,0,1,0,1,1,0,0,No,0,0,0,1,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',Yes
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,1,0,1,0,0,1,1,0,1,0,0,1,0,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,1,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,1,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Male,1,Yes,No,'\'(0.767606-inf)\'',Yes,0,0,1,0,0,0,0,0,0,0,0,1,0,Yes,0,0,1,0,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(0.174378-0.519154]\'','\'(-inf-0.044954]\'',No
Female,0,Yes,No,'\'(0.767606-inf)\'',Yes,1,0,1,0,0,0,1,0,1,1,0,1,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,1,Yes,Yes,'\'(0.387324-0.767606]\'',No,0,1,0,0,0,1,1,0,0,0,1,0,0,Yes,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,1,0,0,0,0,0,1,1,1,0,0,Yes,1,0,0,0,'\'(0.713184-inf)\'','\'(-inf-0.044954]\'',Yes
Female,0,No,No,'\'(0.767606-inf)\'',Yes,1,1,0,0,1,0,1,1,1,1,0,0,1,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(0.437261-inf)\'',No
Female,0,No,No,'\'(-inf-0.105634]\'',Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes,0,1,0,0,'\'(-inf-0.174378]\'','\'(-inf-0.044954]\'',No
Female,0,No,No,'\'(0.105634-0.387324]\'',Yes,0,0,1,0,0,0,0,0,1,1,1,0,0,Yes,0,0,1,0,'\'(0.519154-0.713184]\'','\'(0.159829-0.437261]\'',Yes
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,1,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,0,'\'(-inf-0.174378]\'','\'(0.044954-0.159829]\'',No
Female,0,Yes,No,'\'(0.387324-0.767606]\'',Yes,0,0,1,0,0,0,1,1,1,1,1,0,0,Yes,0,0,0,1,'\'(0.713184-inf)\'','\'(0.437261-inf)\'',No
Female,0,Yes,Yes,'\'(0.387324-0.767606]\'',Yes,0,1,0,0,1,1,0,0,0,0,1,0,0,No,1,0,0,0,'\'(0.174378-0.519154]\'','\'(0.159829-0.437261]\'',No
Male,0,No,No,'\'(-inf-0.105634]\'',Yes,1,0,1,0,0,0,0,0,0,1,1,0,0,Yes,0,1,0,0,'\'(0.519154-0.713184]\'','\'(0.044954-0.159829]\'',Yes
